CookerStat, GenerateAssetRegistry=0.022419, Initialize=0.115685, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.972538, FlushAsyncLoading=0.011068, FlushStreamingFunc=0.066701, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=1.333691, TagPackageExports=10.514275, BeginCacheForCookedPlatformData=0.003874, SerializeImports=11.692155, GatherLocalizableTextData=31.742920, MarkNames=0.099082, SerializeSummary=0.019647, SerializeNames=0.307754, SerializeGatherableTextData=0.357572, BuildExportMap=0.247143, SortExportsNonSeekfree=2.637494, SortExportsSeekfreeConstructor=0.061441, SortExportsSeekfreeInner=14.231950, SortExportsSeekfree=0.004705, BuildDependencyMap=0.180170, SerializeImportMap=0.022974, SerializeExportMap=0.105165, SerializeDependencyMap=0.038192, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.206586, SerializeExports=19.229353, SerializeBulkData=0.024352, MoveFile=3.780778, UnaccountedTime=1.373269, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_11, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.368886, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.089116, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.254061, TagPackageExports=3.488801, BeginCacheForCookedPlatformData=0.002488, SerializeImports=4.945096, GatherLocalizableTextData=134.940079, MarkNames=0.122879, SerializeSummary=0.015777, SerializeNames=0.310522, SerializeGatherableTextData=1.274742, BuildExportMap=0.218637, SortExportsNonSeekfree=2.180017, SortExportsSeekfreeConstructor=0.071403, SortExportsSeekfreeInner=7.856302, SortExportsSeekfree=0.004150, BuildDependencyMap=0.154708, SerializeImportMap=0.014395, SerializeExportMap=0.086900, SerializeDependencyMap=0.021588, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.638401, SerializeExports=11.976380, SerializeBulkData=0.005811, MoveFile=4.946202, UnaccountedTime=1.332585, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_12, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.479867, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.066973, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.249356, TagPackageExports=4.624609, BeginCacheForCookedPlatformData=0.007473, SerializeImports=6.524548, GatherLocalizableTextData=213.489243, MarkNames=1.051955, SerializeSummary=0.021864, SerializeNames=0.332937, SerializeGatherableTextData=2.186105, BuildExportMap=0.317164, SortExportsNonSeekfree=2.161473, SortExportsSeekfreeConstructor=0.068635, SortExportsSeekfreeInner=7.824197, SortExportsSeekfree=0.004150, BuildDependencyMap=0.135336, SerializeImportMap=0.014115, SerializeExportMap=0.095759, SerializeDependencyMap=0.022419, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.615983, SerializeExports=10.664277, SerializeBulkData=0.006367, MoveFile=4.024044, UnaccountedTime=1.321517, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_13, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.393518, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.115685, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.222236, TagPackageExports=3.411304, BeginCacheForCookedPlatformData=0.002217, SerializeImports=5.110040, GatherLocalizableTextData=39.104103, MarkNames=0.086624, SerializeSummary=0.014395, SerializeNames=0.276756, SerializeGatherableTextData=0.367258, BuildExportMap=0.189301, SortExportsNonSeekfree=2.220143, SortExportsSeekfreeConstructor=0.050925, SortExportsSeekfreeInner=7.437568, SortExportsSeekfree=0.003874, BuildDependencyMap=0.146959, SerializeImportMap=0.010792, SerializeExportMap=0.084411, SerializeDependencyMap=0.024077, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.713678, SerializeExports=11.059210, SerializeBulkData=0.004705, MoveFile=4.335955, UnaccountedTime=0.224724, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_14, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=8.191179, FlushAsyncLoading=0.009961, FlushStreamingFunc=0.063654, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.270948, TagPackageExports=34.523499, BeginCacheForCookedPlatformData=0.007473, SerializeImports=34.701176, GatherLocalizableTextData=868.148254, MarkNames=0.929352, SerializeSummary=0.021864, SerializeNames=0.476297, SerializeGatherableTextData=4.494537, BuildExportMap=0.416242, SortExportsNonSeekfree=7.659528, SortExportsSeekfreeConstructor=0.068635, SortExportsSeekfreeInner=37.231842, SortExportsSeekfree=0.007469, BuildDependencyMap=0.412371, SerializeImportMap=0.024632, SerializeExportMap=0.245757, SerializeDependencyMap=0.051476, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.337533, SerializeExports=52.589367, SerializeBulkData=0.011072, MoveFile=4.124787, UnaccountedTime=1.481757, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_15, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=4.332632, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.065040, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.258490, TagPackageExports=34.415565, BeginCacheForCookedPlatformData=0.006918, SerializeImports=33.275326, GatherLocalizableTextData=980.287415, MarkNames=0.976123, SerializeSummary=0.022970, SerializeNames=0.433400, SerializeGatherableTextData=5.078215, BuildExportMap=0.431187, SortExportsNonSeekfree=7.346239, SortExportsSeekfreeConstructor=0.082474, SortExportsSeekfreeInner=37.513306, SortExportsSeekfree=0.007473, BuildDependencyMap=0.411261, SerializeImportMap=0.019927, SerializeExportMap=0.252403, SerializeDependencyMap=0.132844, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.941221, SerializeExports=53.042141, SerializeBulkData=0.009686, MoveFile=11.401005, UnaccountedTime=1.460168, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_16, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenu2.uasset, AutoPackageBackupDelegate=4.251264, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.063930, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.254065, TagPackageExports=31.612568, BeginCacheForCookedPlatformData=0.007752, SerializeImports=34.762337, GatherLocalizableTextData=76.038986, MarkNames=0.198714, SerializeSummary=0.017159, SerializeNames=0.399359, SerializeGatherableTextData=0.408493, BuildExportMap=0.340134, SortExportsNonSeekfree=7.218379, SortExportsSeekfreeConstructor=0.055902, SortExportsSeekfreeInner=35.594547, SortExportsSeekfree=0.008859, BuildDependencyMap=1.204722, SerializeImportMap=0.019372, SerializeExportMap=0.248805, SerializeDependencyMap=0.049263, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.892234, SerializeExports=51.249310, SerializeBulkData=0.008855, MoveFile=3.891204, UnaccountedTime=0.355355, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_17, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.789880, FlushAsyncLoading=0.008024, FlushStreamingFunc=0.060610, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.253789, TagPackageExports=3.894802, BeginCacheForCookedPlatformData=0.002768, SerializeImports=5.565584, GatherLocalizableTextData=52.217682, MarkNames=0.084411, SerializeSummary=0.014666, SerializeNames=0.258215, SerializeGatherableTextData=0.502314, BuildExportMap=0.184871, SortExportsNonSeekfree=2.242286, SortExportsSeekfreeConstructor=0.054523, SortExportsSeekfreeInner=8.373835, SortExportsSeekfree=0.003874, BuildDependencyMap=0.152495, SerializeImportMap=0.018541, SerializeExportMap=0.096314, SerializeDependencyMap=0.021864, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.827147, SerializeExports=11.774905, SerializeBulkData=0.005536, MoveFile=4.209749, UnaccountedTime=1.307953, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_18, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.470177, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.119008, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.225004, TagPackageExports=3.808454, BeginCacheForCookedPlatformData=0.002492, SerializeImports=5.526006, GatherLocalizableTextData=40.147476, MarkNames=0.098806, SerializeSummary=0.013281, SerializeNames=0.249915, SerializeGatherableTextData=0.388011, BuildExportMap=0.187919, SortExportsNonSeekfree=2.489429, SortExportsSeekfreeConstructor=0.053693, SortExportsSeekfreeInner=8.305755, SortExportsSeekfree=0.004150, BuildDependencyMap=0.158306, SerializeImportMap=0.012178, SerializeExportMap=0.098802, SerializeDependencyMap=0.020202, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.779545, SerializeExports=11.613279, SerializeBulkData=0.004705, MoveFile=4.201446, UnaccountedTime=1.351129, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_19, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=9.184733, FlushAsyncLoading=0.010796, FlushStreamingFunc=0.065867, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.266515, TagPackageExports=23.939203, BeginCacheForCookedPlatformData=0.004150, SerializeImports=25.568474, GatherLocalizableTextData=13.111916, MarkNames=0.065867, SerializeSummary=0.014395, SerializeNames=0.095204, SerializeGatherableTextData=0.206184, BuildExportMap=0.159413, SortExportsNonSeekfree=3.022738, SortExportsSeekfreeConstructor=0.051200, SortExportsSeekfreeInner=24.524822, SortExportsSeekfree=0.005536, BuildDependencyMap=0.124265, SerializeImportMap=0.013284, SerializeExportMap=0.086349, SerializeDependencyMap=0.023246, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.258334, SerializeExports=32.671444, SerializeBulkData=0.008579, MoveFile=4.490104, UnaccountedTime=1.320686, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_20, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/PauseMenuOld.uasset, AutoPackageBackupDelegate=34.094250, FlushAsyncLoading=0.012178, FlushStreamingFunc=0.064205, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.278141, TagPackageExports=106.346092, BeginCacheForCookedPlatformData=0.007749, SerializeImports=120.294922, GatherLocalizableTextData=123.678001, MarkNames=1.282770, SerializeSummary=0.021033, SerializeNames=0.523627, SerializeGatherableTextData=0.783775, BuildExportMap=0.659786, SortExportsNonSeekfree=22.715111, SortExportsSeekfreeConstructor=0.013560, SortExportsSeekfreeInner=133.647064, SortExportsSeekfree=0.009961, BuildDependencyMap=1.008783, SerializeImportMap=0.033211, SerializeExportMap=0.502869, SerializeDependencyMap=0.150003, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.707851, SerializeExports=159.203644, SerializeBulkData=0.012729, MoveFile=3.944341, UnaccountedTime=1.723088, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
