CookerStat, GenerateAssetRegistry=0.023525, Initialize=0.118177, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.641383, FlushAsyncLoading=0.010241, FlushStreamingFunc=0.061162, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.949275, TagPackageExports=12.840420, BeginCacheForCookedPlatformData=0.003044, SerializeImports=16.131889, GatherLocalizableTextData=44.174015, MarkNames=0.127032, SerializeSummary=0.017714, SerializeNames=0.325188, SerializeGatherableTextData=0.395209, BuildExportMap=0.253510, SortExportsNonSeekfree=4.142776, SortExportsSeekfreeConstructor=0.055905, SortExportsSeekfreeInner=17.936346, SortExportsSeekfree=0.004426, BuildDependencyMap=0.209782, SerializeImportMap=0.019372, SerializeExportMap=0.148620, SerializeDependencyMap=0.031274, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.843402, SerializeExports=25.989697, SerializeBulkData=0.020757, MoveFile=3.976721, UnaccountedTime=1.453526, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_11, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.286815, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.117898, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.225555, TagPackageExports=27.712233, BeginCacheForCookedPlatformData=0.004150, SerializeImports=30.086256, GatherLocalizableTextData=15.442211, MarkNames=0.075553, SerializeSummary=0.014115, SerializeNames=0.101846, SerializeGatherableTextData=0.227496, BuildExportMap=0.188194, SortExportsNonSeekfree=3.567122, SortExportsSeekfreeConstructor=0.065591, SortExportsSeekfreeInner=29.417608, SortExportsSeekfree=0.006087, BuildDependencyMap=0.166334, SerializeImportMap=0.014670, SerializeExportMap=0.109319, SerializeDependencyMap=0.025462, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.564155, SerializeExports=37.504444, SerializeBulkData=0.010241, MoveFile=4.655328, UnaccountedTime=1.306571, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_12, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.443180, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.085793, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=0.236627, TagPackageExports=28.905607, BeginCacheForCookedPlatformData=0.016328, SerializeImports=29.719275, GatherLocalizableTextData=15.190363, MarkNames=0.074722, SerializeSummary=0.013839, SerializeNames=0.099357, SerializeGatherableTextData=0.252124, BuildExportMap=0.181276, SortExportsNonSeekfree=3.684741, SortExportsSeekfreeConstructor=0.048157, SortExportsSeekfreeInner=29.175724, SortExportsSeekfree=0.006087, BuildDependencyMap=0.156645, SerializeImportMap=0.014395, SerializeExportMap=0.096034, SerializeDependencyMap=0.023805, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.598196, SerializeExports=37.290512, SerializeBulkData=0.021033, MoveFile=4.578669, UnaccountedTime=1.315147, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_13, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.349362, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.086349, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.252124, TagPackageExports=28.544441, BeginCacheForCookedPlatformData=0.004705, SerializeImports=29.343718, GatherLocalizableTextData=15.223849, MarkNames=0.069190, SerializeSummary=0.015222, SerializeNames=0.115961, SerializeGatherableTextData=0.196498, BuildExportMap=0.187639, SortExportsNonSeekfree=3.694154, SortExportsSeekfreeConstructor=0.052027, SortExportsSeekfreeInner=29.352020, SortExportsSeekfree=0.006642, BuildDependencyMap=0.164393, SerializeImportMap=0.013839, SerializeExportMap=0.102676, SerializeDependencyMap=0.025183, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.576608, SerializeExports=37.506660, SerializeBulkData=0.009961, MoveFile=4.506987, UnaccountedTime=1.268379, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_14, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.371498, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.061717, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.226941, TagPackageExports=28.014452, BeginCacheForCookedPlatformData=0.004150, SerializeImports=30.436077, GatherLocalizableTextData=15.395716, MarkNames=0.074726, SerializeSummary=0.026289, SerializeNames=0.092715, SerializeGatherableTextData=0.242162, BuildExportMap=0.182658, SortExportsNonSeekfree=3.808454, SortExportsSeekfreeConstructor=0.051476, SortExportsSeekfreeInner=29.174618, SortExportsSeekfree=0.006087, BuildDependencyMap=0.167161, SerializeImportMap=0.014666, SerializeExportMap=0.105999, SerializeDependencyMap=0.025738, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.618674, SerializeExports=38.086468, SerializeBulkData=0.009965, MoveFile=5.127199, UnaccountedTime=2.172544, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_15, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.179430, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.065591, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.245210, TagPackageExports=28.245266, BeginCacheForCookedPlatformData=0.004150, SerializeImports=29.743076, GatherLocalizableTextData=15.046172, MarkNames=0.070021, SerializeSummary=0.013560, SerializeNames=0.094652, SerializeGatherableTextData=0.242162, BuildExportMap=0.180446, SortExportsNonSeekfree=3.467210, SortExportsSeekfreeConstructor=0.053413, SortExportsSeekfreeInner=28.335770, SortExportsSeekfree=0.005256, BuildDependencyMap=0.151388, SerializeImportMap=0.016332, SerializeExportMap=0.107102, SerializeDependencyMap=0.021309, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.598196, SerializeExports=37.860634, SerializeBulkData=0.011347, MoveFile=4.554868, UnaccountedTime=1.380187, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_16, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.639127, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.061437, BlockTillAllRequestsFinished=0.007752, ResetLoadersForSaveUnMarkAllObjects=0.237457, TagPackageExports=35.072865, BeginCacheForCookedPlatformData=0.004981, SerializeImports=37.486736, GatherLocalizableTextData=18.547426, MarkNames=0.086069, SerializeSummary=0.014391, SerializeNames=0.101294, SerializeGatherableTextData=0.262920, BuildExportMap=0.208121, SortExportsNonSeekfree=4.347578, SortExportsSeekfreeConstructor=0.050090, SortExportsSeekfreeInner=35.167789, SortExportsSeekfree=0.006642, BuildDependencyMap=0.218362, SerializeImportMap=0.016328, SerializeExportMap=0.123989, SerializeDependencyMap=0.048988, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.052074, SerializeExports=47.550175, SerializeBulkData=0.009686, MoveFile=4.211135, UnaccountedTime=1.350019, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_17, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=10.730423, FlushAsyncLoading=0.009965, FlushStreamingFunc=0.064205, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.280079, TagPackageExports=36.214211, BeginCacheForCookedPlatformData=0.004705, SerializeImports=37.850670, GatherLocalizableTextData=19.018463, MarkNames=0.104062, SerializeSummary=0.014946, SerializeNames=0.096586, SerializeGatherableTextData=0.251848, BuildExportMap=0.200927, SortExportsNonSeekfree=4.392687, SortExportsSeekfreeConstructor=0.065591, SortExportsSeekfreeInner=36.869289, SortExportsSeekfree=0.007197, BuildDependencyMap=0.210613, SerializeImportMap=0.014670, SerializeExportMap=0.115406, SerializeDependencyMap=0.052031, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.524497, SerializeExports=46.869354, SerializeBulkData=0.021588, MoveFile=4.212517, UnaccountedTime=1.294393, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_18, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=11.471301, FlushAsyncLoading=0.011072, FlushStreamingFunc=0.065867, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.277035, TagPackageExports=36.218910, BeginCacheForCookedPlatformData=0.005536, SerializeImports=39.563797, GatherLocalizableTextData=20.484724, MarkNames=0.107106, SerializeSummary=0.017434, SerializeNames=0.103232, SerializeGatherableTextData=0.266239, BuildExportMap=0.215594, SortExportsNonSeekfree=5.037531, SortExportsSeekfreeConstructor=0.055350, SortExportsSeekfreeInner=36.378605, SortExportsSeekfree=0.006642, BuildDependencyMap=0.228047, SerializeImportMap=0.013839, SerializeExportMap=0.127863, SerializeDependencyMap=0.032380, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.173495, SerializeExports=48.521313, SerializeBulkData=0.010792, MoveFile=4.855424, UnaccountedTime=1.392640, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_19, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.460890, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.078324, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.244655, TagPackageExports=35.899258, BeginCacheForCookedPlatformData=0.004429, SerializeImports=38.324478, GatherLocalizableTextData=20.608156, MarkNames=0.096310, SerializeSummary=0.014670, SerializeNames=0.099353, SerializeGatherableTextData=0.257663, BuildExportMap=0.211719, SortExportsNonSeekfree=4.788727, SortExportsSeekfreeConstructor=0.053689, SortExportsSeekfreeInner=36.703514, SortExportsSeekfree=0.006918, BuildDependencyMap=0.222236, SerializeImportMap=0.014115, SerializeExportMap=0.127308, SerializeDependencyMap=0.030164, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.143683, SerializeExports=46.979225, SerializeBulkData=0.009410, MoveFile=4.654221, UnaccountedTime=1.348913, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_20, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.310616, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.083856, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.234134, TagPackageExports=35.300911, BeginCacheForCookedPlatformData=0.004981, SerializeImports=36.346497, GatherLocalizableTextData=19.260630, MarkNames=0.089113, SerializeSummary=0.013284, SerializeNames=0.099633, SerializeGatherableTextData=0.256833, BuildExportMap=0.208121, SortExportsNonSeekfree=4.874520, SortExportsSeekfreeConstructor=0.009410, SortExportsSeekfreeInner=37.126675, SortExportsSeekfree=0.018265, BuildDependencyMap=0.239119, SerializeImportMap=0.013839, SerializeExportMap=0.146128, SerializeDependencyMap=0.030994, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.276803, SerializeExports=47.682465, SerializeBulkData=0.008579, MoveFile=4.784849, UnaccountedTime=1.365520, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
SavePackageTransactionId31CBE0824CB03971106889A708966E3C_21, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.756513, FlushAsyncLoading=0.009686, FlushStreamingFunc=0.065040, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.262920, TagPackageExports=13.843939, BeginCacheForCookedPlatformData=0.003044, SerializeImports=16.190838, GatherLocalizableTextData=49.656017, MarkNames=0.117902, SerializeSummary=0.014942, SerializeNames=0.323255, SerializeGatherableTextData=0.428420, BuildExportMap=0.263195, SortExportsNonSeekfree=4.466303, SortExportsSeekfreeConstructor=0.063103, SortExportsSeekfreeInner=19.742184, SortExportsSeekfree=0.004981, BuildDependencyMap=0.241887, SerializeImportMap=0.021033, SerializeExportMap=0.156645, SerializeDependencyMap=0.035148, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.033809, SerializeExports=26.400682, SerializeBulkData=0.006367, MoveFile=4.064176, UnaccountedTime=0.343177, RunGuid=RunID4EE3E23B486521478636CCB3A60F6D23
