CookerStat, GenerateAssetRegistry=0.025462, Initialize=0.139486, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
MaterialTransactionIdC549DB1A454ADE3E86E63984687A905C_9, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ30410A65B4A4563CB47D82597571DBFCD_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=554.178772, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
MaterialTransactionIdC549DB1A454ADE3E86E63984687A905C_10, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3B6A96458446B9E13177613B1066E5452_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=741.453613, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
MaterialTransactionIdC549DB1A454ADE3E86E63984687A905C_11, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3AB808B0946C782CE2EC35B9C0C7D73D1_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=560.966553, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
SavePackageTransactionId7D03ED274D67AF0BD46C34AAB9BB5D8E_1, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=3.132612, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.101294, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=98.005745, TagPackageExports=21.164715, BeginCacheForCookedPlatformData=0.004705, SerializeImports=22.968065, GatherLocalizableTextData=32.017185, MarkNames=0.185981, SerializeSummary=0.019927, SerializeNames=0.660617, SerializeGatherableTextData=0.149451, BuildExportMap=0.723444, SortExportsNonSeekfree=3.143128, SortExportsSeekfreeConstructor=0.051752, SortExportsSeekfreeInner=80.319870, SortExportsSeekfree=0.007473, BuildDependencyMap=0.342902, SerializeImportMap=0.094652, SerializeExportMap=0.137549, SerializeDependencyMap=0.031549, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.102444, SerializeExports=33.798122, SerializeBulkData=108.916611, MoveFile=4.317131, UnaccountedTime=1.408692, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
SavePackageTransactionId7D03ED274D67AF0BD46C34AAB9BB5D8E_2, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=3.143128, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.106551, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=98.380470, TagPackageExports=21.380861, BeginCacheForCookedPlatformData=0.004984, SerializeImports=23.666597, GatherLocalizableTextData=32.042095, MarkNames=0.200652, SerializeSummary=0.021584, SerializeNames=0.679441, SerializeGatherableTextData=0.167713, BuildExportMap=0.681099, SortExportsNonSeekfree=3.129292, SortExportsSeekfreeConstructor=0.053693, SortExportsSeekfreeInner=77.534859, SortExportsSeekfree=0.006918, BuildDependencyMap=0.332661, SerializeImportMap=0.094652, SerializeExportMap=0.124265, SerializeDependencyMap=0.028227, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.960194, SerializeExports=33.619057, SerializeBulkData=109.245949, MoveFile=5.359396, UnaccountedTime=1.516629, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
SavePackageTransactionId7D03ED274D67AF0BD46C34AAB9BB5D8E_3, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=3.163885, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.051197, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=99.517944, TagPackageExports=21.245253, BeginCacheForCookedPlatformData=0.004150, SerializeImports=23.560324, GatherLocalizableTextData=32.827808, MarkNames=1.087654, SerializeSummary=0.024356, SerializeNames=0.746138, SerializeGatherableTextData=0.209779, BuildExportMap=0.832487, SortExportsNonSeekfree=3.219236, SortExportsSeekfreeConstructor=0.066977, SortExportsSeekfreeInner=80.488960, SortExportsSeekfree=0.008859, BuildDependencyMap=0.375006, SerializeImportMap=0.094097, SerializeExportMap=0.123709, SerializeDependencyMap=0.028782, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.034364, SerializeExports=33.810574, SerializeBulkData=111.644608, MoveFile=4.456896, UnaccountedTime=0.317715, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
SavePackageTransactionId7D03ED274D67AF0BD46C34AAB9BB5D8E_4, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=14.862407, FlushAsyncLoading=0.012454, FlushStreamingFunc=0.059780, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=98.841270, TagPackageExports=21.664541, BeginCacheForCookedPlatformData=0.004981, SerializeImports=23.621763, GatherLocalizableTextData=32.355938, MarkNames=0.152770, SerializeSummary=0.019647, SerializeNames=0.679992, SerializeGatherableTextData=0.174358, BuildExportMap=0.695765, SortExportsNonSeekfree=3.207892, SortExportsSeekfreeConstructor=0.064485, SortExportsSeekfreeInner=80.583893, SortExportsSeekfree=0.008859, BuildDependencyMap=0.357568, SerializeImportMap=0.100184, SerializeExportMap=0.127032, SerializeDependencyMap=0.030722, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.055398, SerializeExports=34.968525, SerializeBulkData=110.504089, MoveFile=4.738357, UnaccountedTime=1.421146, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
SavePackageTransactionId7D03ED274D67AF0BD46C34AAB9BB5D8E_5, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=3.169972, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.159409, BlockTillAllRequestsFinished=0.005815, ResetLoadersForSaveUnMarkAllObjects=98.216629, TagPackageExports=21.528095, BeginCacheForCookedPlatformData=0.005815, SerializeImports=22.827192, GatherLocalizableTextData=32.004456, MarkNames=0.207845, SerializeSummary=0.019647, SerializeNames=0.673350, SerializeGatherableTextData=0.165224, BuildExportMap=0.720400, SortExportsNonSeekfree=3.241099, SortExportsSeekfreeConstructor=0.060610, SortExportsSeekfreeInner=79.947350, SortExportsSeekfree=0.008304, BuildDependencyMap=0.344563, SerializeImportMap=0.096034, SerializeExportMap=0.124540, SerializeDependencyMap=0.030167, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.011394, SerializeExports=35.504326, SerializeBulkData=108.812279, MoveFile=4.515845, UnaccountedTime=1.386829, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
SavePackageTransactionId7D03ED274D67AF0BD46C34AAB9BB5D8E_6, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Maps/Test.umap, AutoPackageBackupDelegate=3.215637, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.076108, BlockTillAllRequestsFinished=0.004150, ResetLoadersForSaveUnMarkAllObjects=95.115570, TagPackageExports=20.446257, BeginCacheForCookedPlatformData=0.003874, SerializeImports=23.403679, GatherLocalizableTextData=32.422916, MarkNames=0.864588, SerializeSummary=0.020757, SerializeNames=0.692446, SerializeGatherableTextData=0.155538, BuildExportMap=0.675842, SortExportsNonSeekfree=2.994232, SortExportsSeekfreeConstructor=0.091329, SortExportsSeekfreeInner=77.563087, SortExportsSeekfree=0.009134, BuildDependencyMap=0.349544, SerializeImportMap=0.094928, SerializeExportMap=0.123434, SerializeDependencyMap=0.030443, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.032703, SerializeExports=32.902809, SerializeBulkData=109.754082, MoveFile=4.851550, UnaccountedTime=1.376312, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
MaterialTransactionIdC549DB1A454ADE3E86E63984687A905C_12, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ30928BFE94917947F2B7A71A68F2F03D4_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=2477.904541, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
MaterialTransactionIdC549DB1A454ADE3E86E63984687A905C_13, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3658AB70B4A37238464D83DA982C86B44_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FPostProcessMaterialVS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FPostProcessMaterialPS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=2437.193604, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
MaterialTransactionIdC549DB1A454ADE3E86E63984687A905C_14, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3C6C1932645B78BE32147EF956345F139_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FPostProcessMaterialVS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FPostProcessMaterialPS16CC91FEC1E67B3B5E5AAE0A0A6BE13C546066EA229422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=2428.429199, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
DDCTransactionIdA5868774495A6E8D5E64F7AD08D3BBDB_0, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__6877E2EE59090DB1BEC89B9F459F07CCA040F7D9, StartTime=2016.07.11-10.54.12, HierarchicalDDC=, DataSize=33221, Duration=20.256397, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
DDCTransactionId59AA563D4DB87700D204E6A3F91F9A7C_0, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__9E080BC004EE74AD8C219BF4C61EC7E266EB3381, StartTime=2016.07.11-10.54.12, HierarchicalDDC=, DataSize=33221, Duration=4.731990, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
SavePackageTransactionId7D03ED274D67AF0BD46C34AAB9BB5D8E_7, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Materials/PP_OutlineColored.uasset, AutoPackageBackupDelegate=6.276574, FlushAsyncLoading=0.007194, FlushStreamingFunc=0.032935, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.712924, TagPackageExports=0.553790, BeginCacheForCookedPlatformData=0.002213, SerializeImports=1.452148, GatherLocalizableTextData=6.396960, MarkNames=0.031274, SerializeSummary=0.031274, SerializeNames=0.077490, SerializeGatherableTextData=0.340689, BuildExportMap=0.098802, SortExportsNonSeekfree=0.565138, SortExportsSeekfreeConstructor=0.061993, SortExportsSeekfreeInner=1.795877, SortExportsSeekfree=0.007197, BuildDependencyMap=0.059500, SerializeImportMap=0.008028, SerializeExportMap=0.032932, SerializeDependencyMap=0.008579, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.453417, SerializeExports=4.629593, SerializeBulkData=0.006087, MoveFile=3.691938, UnaccountedTime=1.347531, RunGuid=RunID59F2D353411F96FBE5B359BDB4F5825D
