CookerStat, GenerateAssetRegistry=0.024077, Initialize=0.120942, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
DDCTransactionIdB44189414B25C9601AAF97A5F5BFF6F8_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_B8167714488247EA8487C9A066052B28_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.06.29-13.40.51, Duration=14.090251, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
DDCTransactionIdD105D4154613926B08F67E8C733177FF_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_B8167714488247EA8487C9A066052B2__1D1DEFFAF8A9C49FDF2E3F0299D71597A14131A5, StartTime=2016.06.29-13.40.51, HierarchicalDDC=, DataSize=674328, Duration=4.536047, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
DDCTransactionIdB44189414B25C9601AAF97A5F5BFF6F8_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_657F631F4BEC4ADF0E7E7D9F4981505E_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.06.29-13.40.55, Duration=13.315056, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
DDCTransactionIdB724CD1C422AD54BA3689DAA84925396_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_657F631F4BEC4ADF0E7E7D9F4981505__F1044774B81214B445C3F0D0BE5FEF109A0E409B, StartTime=2016.06.29-13.40.55, HierarchicalDDC=, DataSize=674328, Duration=4.234105, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/Elli_Icon.uasset, AutoPackageBackupDelegate=8.710649, FlushAsyncLoading=0.008579, FlushStreamingFunc=0.043727, BlockTillAllRequestsFinished=0.005536, ResetLoadersForSaveUnMarkAllObjects=1.009054, TagPackageExports=0.032380, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.560157, GatherLocalizableTextData=0.058394, MarkNames=0.004981, SerializeSummary=0.014946, SerializeNames=0.026844, SerializeGatherableTextData=0.002492, BuildExportMap=0.011902, SortExportsNonSeekfree=0.005256, SortExportsSeekfreeConstructor=0.062548, SortExportsSeekfreeInner=0.131182, SortExportsSeekfree=0.003323, BuildDependencyMap=0.008579, SerializeImportMap=0.008579, SerializeExportMap=0.004705, SerializeDependencyMap=0.001386, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.200144, SerializeExports=0.105444, SerializeBulkData=0.059780, MoveFile=25.683048, UnaccountedTime=1.328710, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_11, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.043343, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.058949, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.253510, TagPackageExports=62.749668, BeginCacheForCookedPlatformData=0.005260, SerializeImports=66.141052, GatherLocalizableTextData=299.958099, MarkNames=1.091253, SerializeSummary=0.021584, SerializeNames=0.456098, SerializeGatherableTextData=2.755668, BuildExportMap=0.555452, SortExportsNonSeekfree=10.673411, SortExportsSeekfreeConstructor=0.069741, SortExportsSeekfreeInner=71.673981, SortExportsSeekfree=0.009131, BuildDependencyMap=0.653423, SerializeImportMap=0.035979, SerializeExportMap=0.322144, SerializeDependencyMap=0.063930, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.897062, SerializeExports=96.507103, SerializeBulkData=0.014670, MoveFile=4.062239, UnaccountedTime=2.065439, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_12, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.006533, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.102956, BlockTillAllRequestsFinished=0.004701, ResetLoadersForSaveUnMarkAllObjects=0.226941, TagPackageExports=62.749119, BeginCacheForCookedPlatformData=0.005256, SerializeImports=65.082733, GatherLocalizableTextData=301.469482, MarkNames=1.077414, SerializeSummary=0.024911, SerializeNames=0.519194, SerializeGatherableTextData=2.758160, BuildExportMap=0.491522, SortExportsNonSeekfree=10.992512, SortExportsSeekfreeConstructor=0.076108, SortExportsSeekfreeInner=72.957024, SortExportsSeekfree=0.009410, BuildDependencyMap=0.575654, SerializeImportMap=0.036255, SerializeExportMap=0.350375, SerializeDependencyMap=0.077218, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.119298, SerializeExports=91.488388, SerializeBulkData=0.013564, MoveFile=4.155230, UnaccountedTime=1.674656, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_13, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=10.011129, FlushAsyncLoading=0.012733, FlushStreamingFunc=0.069741, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.285339, TagPackageExports=63.204376, BeginCacheForCookedPlatformData=0.005536, SerializeImports=67.052414, GatherLocalizableTextData=322.383453, MarkNames=1.054999, SerializeSummary=0.026014, SerializeNames=0.444472, SerializeGatherableTextData=2.806593, BuildExportMap=0.454437, SortExportsNonSeekfree=10.730144, SortExportsSeekfreeConstructor=0.068635, SortExportsSeekfreeInner=71.567429, SortExportsSeekfree=0.010241, BuildDependencyMap=0.613570, SerializeImportMap=0.034317, SerializeExportMap=0.330724, SerializeDependencyMap=0.068083, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.135274, SerializeExports=88.232346, SerializeBulkData=0.013564, MoveFile=4.480973, UnaccountedTime=1.662478, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_14, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.759669, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.082195, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.224449, TagPackageExports=62.861755, BeginCacheForCookedPlatformData=0.005536, SerializeImports=65.952301, GatherLocalizableTextData=313.094086, MarkNames=1.118653, SerializeSummary=0.020478, SerializeNames=0.437554, SerializeGatherableTextData=2.944697, BuildExportMap=0.531647, SortExportsNonSeekfree=11.158843, SortExportsSeekfreeConstructor=0.061996, SortExportsSeekfreeInner=72.629616, SortExportsSeekfree=0.009686, BuildDependencyMap=0.591155, SerializeImportMap=0.034042, SerializeExportMap=0.321038, SerializeDependencyMap=0.129800, SerializeStringAssetReferenceMap=0.004429, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.084425, SerializeExports=91.745224, SerializeBulkData=0.013005, MoveFile=4.175436, UnaccountedTime=1.688216, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_15, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.790388, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.059225, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.235520, TagPackageExports=64.371742, BeginCacheForCookedPlatformData=0.005811, SerializeImports=65.622406, GatherLocalizableTextData=323.531708, MarkNames=1.014594, SerializeSummary=0.021584, SerializeNames=0.431743, SerializeGatherableTextData=2.882149, BuildExportMap=0.504527, SortExportsNonSeekfree=11.141959, SortExportsSeekfreeConstructor=0.068083, SortExportsSeekfreeInner=74.242554, SortExportsSeekfree=0.009410, BuildDependencyMap=0.616893, SerializeImportMap=0.034317, SerializeExportMap=0.325467, SerializeDependencyMap=0.123985, SerializeStringAssetReferenceMap=0.003878, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.306937, SerializeExports=90.043167, SerializeBulkData=0.014666, MoveFile=4.139453, UnaccountedTime=1.674380, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_16, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.823044, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.066143, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.242162, TagPackageExports=64.293144, BeginCacheForCookedPlatformData=0.005811, SerializeImports=65.152473, GatherLocalizableTextData=79.533875, MarkNames=0.329897, SerializeSummary=0.018265, SerializeNames=0.451665, SerializeGatherableTextData=0.681378, BuildExportMap=0.485431, SortExportsNonSeekfree=11.191499, SortExportsSeekfreeConstructor=0.061996, SortExportsSeekfreeInner=70.742409, SortExportsSeekfree=0.009686, BuildDependencyMap=0.603333, SerializeImportMap=0.035148, SerializeExportMap=0.349544, SerializeDependencyMap=0.128139, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.909236, SerializeExports=90.818916, SerializeBulkData=0.014115, MoveFile=4.016574, UnaccountedTime=0.457756, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_17, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.591601, FlushAsyncLoading=0.004426, FlushStreamingFunc=0.086349, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.264302, TagPackageExports=67.964050, BeginCacheForCookedPlatformData=0.005536, SerializeImports=72.997978, GatherLocalizableTextData=81.797752, MarkNames=0.344839, SerializeSummary=0.019096, SerializeNames=0.494290, SerializeGatherableTextData=0.665598, BuildExportMap=0.514768, SortExportsNonSeekfree=12.371041, SortExportsSeekfreeConstructor=0.078045, SortExportsSeekfreeInner=77.640579, SortExportsSeekfree=0.009686, BuildDependencyMap=0.660621, SerializeImportMap=0.038192, SerializeExportMap=0.370577, SerializeDependencyMap=0.063654, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.865081, SerializeExports=98.905479, SerializeBulkData=0.015497, MoveFile=3.868788, UnaccountedTime=1.634248, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_18, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.830792, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.063930, BlockTillAllRequestsFinished=0.004984, ResetLoadersForSaveUnMarkAllObjects=0.234690, TagPackageExports=65.976654, BeginCacheForCookedPlatformData=0.005811, SerializeImports=71.718811, GatherLocalizableTextData=79.967827, MarkNames=0.342071, SerializeSummary=0.019096, SerializeNames=0.476297, SerializeGatherableTextData=0.639588, BuildExportMap=0.517257, SortExportsNonSeekfree=11.761621, SortExportsSeekfreeConstructor=0.059504, SortExportsSeekfreeInner=75.345711, SortExportsSeekfree=0.009131, BuildDependencyMap=0.694387, SerializeImportMap=0.039022, SerializeExportMap=0.443920, SerializeDependencyMap=0.067532, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.564321, SerializeExports=96.812920, SerializeBulkData=0.013284, MoveFile=4.178755, UnaccountedTime=1.666076, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_19, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.935961, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.083029, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.252128, TagPackageExports=67.836464, BeginCacheForCookedPlatformData=0.005536, SerializeImports=71.626373, GatherLocalizableTextData=81.665184, MarkNames=0.341516, SerializeSummary=0.017438, SerializeNames=0.462182, SerializeGatherableTextData=0.645950, BuildExportMap=0.505913, SortExportsNonSeekfree=12.386814, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=78.142616, SortExportsSeekfree=0.009410, BuildDependencyMap=0.663664, SerializeImportMap=0.034593, SerializeExportMap=0.364490, SerializeDependencyMap=0.063654, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.094866, SerializeExports=98.110634, SerializeBulkData=0.013284, MoveFile=4.033733, UnaccountedTime=1.619305, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_20, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.776824, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.060610, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.230260, TagPackageExports=67.451218, BeginCacheForCookedPlatformData=0.005256, SerializeImports=70.165649, GatherLocalizableTextData=80.789246, MarkNames=0.344839, SerializeSummary=0.018544, SerializeNames=0.449453, SerializeGatherableTextData=0.660341, BuildExportMap=0.515044, SortExportsNonSeekfree=12.694292, SortExportsSeekfreeConstructor=0.060055, SortExportsSeekfreeInner=79.457764, SortExportsSeekfree=0.013009, BuildDependencyMap=0.737004, SerializeImportMap=0.034872, SerializeExportMap=0.355631, SerializeDependencyMap=0.072233, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.681943, SerializeExports=97.280914, SerializeBulkData=0.012733, MoveFile=4.081335, UnaccountedTime=0.497609, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_21, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.933193, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.088837, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.250742, TagPackageExports=69.894981, BeginCacheForCookedPlatformData=0.005260, SerializeImports=73.108131, GatherLocalizableTextData=83.086884, MarkNames=0.344563, SerializeSummary=0.017989, SerializeNames=0.441980, SerializeGatherableTextData=0.655085, BuildExportMap=0.522517, SortExportsNonSeekfree=13.092264, SortExportsSeekfreeConstructor=0.061717, SortExportsSeekfreeInner=79.929642, SortExportsSeekfree=0.011623, BuildDependencyMap=0.666987, SerializeImportMap=0.036806, SerializeExportMap=0.364766, SerializeDependencyMap=0.071678, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.988870, SerializeExports=98.560089, SerializeBulkData=0.022143, MoveFile=4.367225, UnaccountedTime=1.608513, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_22, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.723691, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.062272, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.224449, TagPackageExports=67.991447, BeginCacheForCookedPlatformData=0.005256, SerializeImports=72.660614, GatherLocalizableTextData=83.893349, MarkNames=0.383031, SerializeSummary=0.019096, SerializeNames=0.484880, SerializeGatherableTextData=0.754163, BuildExportMap=0.523899, SortExportsNonSeekfree=13.075109, SortExportsSeekfreeConstructor=0.066698, SortExportsSeekfreeInner=79.337929, SortExportsSeekfree=0.009961, BuildDependencyMap=0.681378, SerializeImportMap=0.035424, SerializeExportMap=0.349544, SerializeDependencyMap=0.072509, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.830009, SerializeExports=97.842178, SerializeBulkData=0.014946, MoveFile=4.055046, UnaccountedTime=0.531096, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_23, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=10.101356, FlushAsyncLoading=0.013005, FlushStreamingFunc=0.068638, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.320762, TagPackageExports=67.184975, BeginCacheForCookedPlatformData=0.005260, SerializeImports=72.706276, GatherLocalizableTextData=96.476662, MarkNames=0.350926, SerializeSummary=0.020757, SerializeNames=0.445027, SerializeGatherableTextData=0.779346, BuildExportMap=0.530265, SortExportsNonSeekfree=13.069018, SortExportsSeekfreeConstructor=0.063378, SortExportsSeekfreeInner=80.716179, SortExportsSeekfree=0.009961, BuildDependencyMap=0.672523, SerializeImportMap=0.034593, SerializeExportMap=0.360616, SerializeDependencyMap=0.071958, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.120879, SerializeExports=96.081451, SerializeBulkData=0.013284, MoveFile=4.110951, UnaccountedTime=1.640614, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_24, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/HUD/CharacterHUD.uasset, AutoPackageBackupDelegate=10.053474, FlushAsyncLoading=0.012454, FlushStreamingFunc=0.060335, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=0.394382, TagPackageExports=47.124798, BeginCacheForCookedPlatformData=0.007473, SerializeImports=47.964203, GatherLocalizableTextData=40.132809, MarkNames=1.251496, SerializeSummary=0.023801, SerializeNames=0.442810, SerializeGatherableTextData=0.348162, BuildExportMap=0.501759, SortExportsNonSeekfree=7.078890, SortExportsSeekfreeConstructor=0.078324, SortExportsSeekfreeInner=51.599125, SortExportsSeekfree=0.009965, BuildDependencyMap=0.368364, SerializeImportMap=0.034872, SerializeExportMap=0.207014, SerializeDependencyMap=0.044003, SerializeStringAssetReferenceMap=0.006087, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.092054, SerializeExports=64.719353, SerializeBulkData=0.014391, MoveFile=4.156057, UnaccountedTime=1.529638, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_25, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.747658, FlushAsyncLoading=0.009965, FlushStreamingFunc=0.061993, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.269007, TagPackageExports=70.426079, BeginCacheForCookedPlatformData=0.005536, SerializeImports=74.886292, GatherLocalizableTextData=191.554871, MarkNames=0.372794, SerializeSummary=0.020757, SerializeNames=0.470486, SerializeGatherableTextData=1.691263, BuildExportMap=0.528052, SortExportsNonSeekfree=13.009790, SortExportsSeekfreeConstructor=0.723444, SortExportsSeekfreeInner=79.536369, SortExportsSeekfree=0.010792, BuildDependencyMap=0.663388, SerializeImportMap=0.039298, SerializeExportMap=0.349544, SerializeDependencyMap=0.070296, SerializeStringAssetReferenceMap=0.002764, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.696062, SerializeExports=102.052208, SerializeBulkData=0.013284, MoveFile=4.150249, UnaccountedTime=1.902148, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_26, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.892785, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.088841, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.232756, TagPackageExports=71.068985, BeginCacheForCookedPlatformData=0.005256, SerializeImports=73.909622, GatherLocalizableTextData=206.929550, MarkNames=1.064405, SerializeSummary=0.022143, SerializeNames=0.441704, SerializeGatherableTextData=1.844861, BuildExportMap=0.534419, SortExportsNonSeekfree=12.782022, SortExportsSeekfreeConstructor=0.066973, SortExportsSeekfreeInner=80.958344, SortExportsSeekfree=0.009961, BuildDependencyMap=0.684977, SerializeImportMap=0.036255, SerializeExportMap=0.357017, SerializeDependencyMap=0.086349, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.907778, SerializeExports=102.096489, SerializeBulkData=0.009134, MoveFile=4.381340, UnaccountedTime=1.635358, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_27, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.665293, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.121497, BlockTillAllRequestsFinished=0.004981, ResetLoadersForSaveUnMarkAllObjects=0.229709, TagPackageExports=70.374046, BeginCacheForCookedPlatformData=0.005260, SerializeImports=75.913895, GatherLocalizableTextData=206.360809, MarkNames=1.064133, SerializeSummary=0.025183, SerializeNames=0.441153, SerializeGatherableTextData=1.945600, BuildExportMap=0.532482, SortExportsNonSeekfree=12.915418, SortExportsSeekfreeConstructor=0.063378, SortExportsSeekfreeInner=81.365730, SortExportsSeekfree=0.009406, BuildDependencyMap=0.680547, SerializeImportMap=0.035703, SerializeExportMap=0.352588, SerializeDependencyMap=0.078600, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.691909, SerializeExports=103.311455, SerializeBulkData=0.008855, MoveFile=4.083827, UnaccountedTime=1.838498, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_28, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.262535, FlushAsyncLoading=0.004150, FlushStreamingFunc=0.070851, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.256553, TagPackageExports=70.822670, BeginCacheForCookedPlatformData=0.005260, SerializeImports=73.293556, GatherLocalizableTextData=204.376465, MarkNames=1.293011, SerializeSummary=0.022139, SerializeNames=0.451114, SerializeGatherableTextData=1.893017, BuildExportMap=0.603329, SortExportsNonSeekfree=12.787559, SortExportsSeekfreeConstructor=0.070851, SortExportsSeekfreeInner=82.600616, SortExportsSeekfree=0.009965, BuildDependencyMap=0.703238, SerializeImportMap=0.036810, SerializeExportMap=0.365041, SerializeDependencyMap=0.070296, SerializeStringAssetReferenceMap=0.003047, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.854916, SerializeExports=104.610825, SerializeBulkData=0.008855, MoveFile=4.033457, UnaccountedTime=1.638677, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_29, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.984949, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.106830, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.227217, TagPackageExports=72.228043, BeginCacheForCookedPlatformData=0.005260, SerializeImports=73.753525, GatherLocalizableTextData=200.788315, MarkNames=1.124185, SerializeSummary=0.021864, SerializeNames=0.448070, SerializeGatherableTextData=1.831580, BuildExportMap=0.523899, SortExportsNonSeekfree=12.799181, SortExportsSeekfreeConstructor=0.067528, SortExportsSeekfreeInner=82.794075, SortExportsSeekfree=0.009961, BuildDependencyMap=0.687189, SerializeImportMap=0.035979, SerializeExportMap=0.365041, SerializeDependencyMap=0.071406, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.643472, SerializeExports=104.441734, SerializeBulkData=0.008300, MoveFile=4.117038, UnaccountedTime=1.622349, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
SavePackageTransactionId7B7BDCD3497D6D83EFE8E0B01C8FEB33_30, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=4.947860, FlushAsyncLoading=0.003323, FlushStreamingFunc=0.083026, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.229429, TagPackageExports=73.255920, BeginCacheForCookedPlatformData=0.005260, SerializeImports=75.738152, GatherLocalizableTextData=82.848045, MarkNames=0.357017, SerializeSummary=0.032101, SerializeNames=0.445303, SerializeGatherableTextData=0.667263, BuildExportMap=0.527222, SortExportsNonSeekfree=13.215702, SortExportsSeekfreeConstructor=0.065312, SortExportsSeekfreeInner=83.932373, SortExportsSeekfree=0.009965, BuildDependencyMap=0.693277, SerializeImportMap=0.040684, SerializeExportMap=0.363655, SerializeDependencyMap=0.068635, SerializeStringAssetReferenceMap=0.003044, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.658698, SerializeExports=103.925026, SerializeBulkData=0.014946, MoveFile=4.438631, UnaccountedTime=1.700670, RunGuid=RunID40B25A904C996A77AAFB559A98A7DAEC
